1101,7,282475249
2202,25,984943658
3303,2,470211272
4404,24,1457850878
5505,3,2007237709
6606,24,1115438165
7707,12,74243042
8808,19,1137522503
9909,23,16531729
1010,24,143542612
1111,15,1474833169
1212,13,1998097157
1313,24,1131570933
1414,11,1404280278
1515,8,1505795335
1616,25,1636807826
1717,8,101929267
1818,2,704877633
1919,19,1624379149
2020,3,784558821
2121,31,2110010672
2222,17,1617819336
2323,13,156091745
2424,12,1899894091
2525,2,937186357
2626,25,1025921153
2727,4,590357944
2828,20,357571490
2929,28,1927702196
3030,26,130060903
3131,10,1083454666
3232,5,685118024
1101,41,1060806853
2202,49,194847408
3303,36,158374933
4404,42,824938981
5505,59,1962408013
6606,57,997389814
7707,55,107554536
8808,33,1654001669
9909,51,269220094
1010,45,1478446501
1111,53,1351934195
1212,57,1557810404
1313,59,1908194298
1414,44,657821123
1515,49,1102246882
1616,32,1816731566
1717,44,1807130337
1818,38,892053144
1919,45,1004844897
2020,63,382955828
2121,33,1227619358
2222,57,70982397
2323,54,1070477904
2424,41,1606946231
2525,33,1912844175
2626,35,1808266298
2727,62,456880399
2828,32,280090412
2929,36,589673557
3030,58,889688008
3131,43,1524325968
3232,41,515204530
1101,94,681910962
2202,86,1400285365
3303,66,1463179852
4404,79,832633821
5505,95,316824712
6606,71,1815859901
7707,78,2051724831
8808,82,318153057
9909,64,877819790
1010,88,1213110679
1111,87,1049077006
1212,84,2063936098
1313,71,428975319
1414,94,1351345223
1515,65,1398556760
1616,73,1724586126
1717,91,1023129506
1818,85,436476770
1919,70,1936329094
2020,92,304987844
2121,78,881140534
2222,74,1901915394
2323,83,348318738
2424,68,784559590
2525,70,290145159
2626,79,977764947
2727,73,971307217
2828,72,2000755539
2929,79,462242385
3030,88,1951894885
3131,79,1848682420
3232,80,1086531968
1101,119,1755699915
2202,121,992663534
3303,122,1358796011
4404,119,1771024152
5505,108,1507977295
6606,98,2049590396
7707,108,621301815
8808,127,1104740033
9909,109,889119397
1010,113,1882410547
1111,113,1567121210
1212,126,1536830211
1313,112,1517273377
1414,105,41000625
1515,119,1127401868
1616,107,140002776
1717,111,1049997439
1818,114,1464689331
1919,108,1968456301
2020,104,1911300560
2121,126,298918984
2222,123,2124639789
2323,111,957828015
2424,113,1105222769
2525,96,944303455
2626,119,1732267506
2727,115,454233502
2828,116,329863108
2929,113,1323602331
3030,116,1887638
3131,104,1561939997
3232,107,897054849
1101,147,1461495731
2202,147,1796198014
3303,155,1779636775
4404,153,175530180
5505,153,1351995223
6606,150,458588260
7707,129,834991545
8808,149,2034837525
9909,136,578134256
1010,156,609960597
1111,152,1683337704
1212,142,605925150
1313,152,24301412
1414,154,2111482797
1515,136,1760348381
1616,156,855007065
1717,146,379847699
1818,129,338725129
1919,153,552265483
2020,143,218264607
2121,133,1363045322
2222,145,1706755176
2323,133,1616927224
2424,150,1360280366
2525,152,1284660444
2626,138,684570285
2727,136,252193898
2828,155,1129841133
2929,133,1262696576
3030,154,1509658266
3131,157,347221711
3232,134,1847320614
1101,163,1195795737
2202,189,678620591
3303,168,1135048762
4404,169,1262976197
5505,191,925238588
6606,173,795054873
7707,189,959637304
8808,190,832861200
9909,166,168068960
1010,163,545293947
1111,168,1452207730
1212,163,1564674546
1313,179,2028841238
1414,160,2018984926
1515,171,988774857
1616,185,1420250114
1717,185,1300601360
1818,178,322968418
1919,173,738342585
2020,161,1122721015
2121,179,32106102
2222,181,1380786643
2323,187,1971062967
2424,163,2083245269
2525,163,1812423303
2626,185,978719103
2727,164,47424385
2828,186,1518163459
2929,190,937673930
3030,176,1614285132
3131,173,1493959603
3232,177,1618907920
1101,206,9135231
2202,192,171620203
3303,204,1939824520
4404,197,1603481258
5505,203,13618676
6606,214,1113423934
7707,220,1168279879
8808,200,463482574
9909,205,1346174542
1010,201,1523252771
1111,198,601915879
1212,215,798669970
1313,200,666082723
1414,210,222902971
1515,205,1666190318
1616,210,118710299
1717,222,344185621
1818,216,637850124
1919,212,1026076958
2020,208,1116666771
2121,200,322791560
2222,214,1790318751
2323,212,1240764503
2424,207,711192801
2525,197,2119315080
2626,194,3559274
2727,193,63040413
2828,216,1051519025
2929,220,1586901783
3030,196,1151624117
3131,200,263081550
3232,204,404319195
1101,249,1318824511
2202,234,270438666
3303,234,2048760593
4404,249,1799809565
5505,240,556228742
6606,235,911254352
7707,235,1928256141
8808,238,1633413200
9909,255,970343127
1010,235,1429157787
1111,238,450031625
1212,225,1174619517
1313,244,377901842
1414,235,927515974
1515,229,1476211373
1616,252,1795739911
1717,247,2090245054
1818,249,172556929
1919,237,1652354189
2020,254,537204356
2121,232,1651659860
2222,234,1609005592
2323,248,1463866116
2424,252,78098867
2525,232,476026939
2626,234,1401494901
2727,235,797716616
2828,251,501848671
2929,240,356326671
3030,237,343077045
3131,240,1421620240
3232,230,2038299453
1101,283,1333685350
2202,271,38535563
3303,282,1550207533
4404,287,115307827
5505,267,1114919531
6606,258,140351516
7707,270,2098478515
8808,268,706642601
9909,281,1596168661
1010,287,368034324
1111,268,2018044936
1212,265,547517015
1313,286,265963216
1414,273,343775973
1515,261,225882720
1616,263,791481169
1717,265,702715827
1818,256,1238616728
1919,261,1628320384
2020,263,1502789949
2121,284,2008416046
2222,264,777568666
2323,283,977260520
2424,280,516341991
2525,282,905333258
2626,275,622268744
2727,286,464685718
2828,270,1132666825
2929,287,1854658689
3030,282,1528073014
3131,273,822102918
3232,268,987333029
1101,306,1708006727
2202,296,6933754
3303,300,1427408396
4404,311,401203083
5505,304,287846865
6606,291,2031615252
7707,296,1301377876
8808,309,746232675
9909,293,1094482710
1010,303,1791728192
1111,294,707454747
1212,317,1356701299
1313,319,88949715
1414,317,1647259579
1515,313,1115195164
1616,315,473553501
1717,293,191110289
1818,302,1517114033
1919,312,562165089
2020,310,812535217
2121,302,499521038
2222,295,1008240338
2323,304,2098603321
2424,311,73536496
2525,303,67943788
2626,295,1270425987
2727,299,707765235
2828,296,1152185684
2929,293,866683784
3030,310,2076422667
3131,295,1862972615
3232,293,318665976
1101,325,1373365825
2202,323,2001271631
3303,343,1751072698
4404,350,1230092639
5505,340,2029909503
6606,327,333748765
7707,351,737904107
8808,348,207314365
9909,321,48114454
1010,338,1840127450
1111,343,1448530832
1212,344,1499932141
1313,342,412281977
1414,329,742753900
1515,329,302173465
1616,331,476003622
1717,343,1258459317
1818,332,56564048
1919,330,1637121029
2020,335,166052708
2121,335,1987502657
2222,329,924375752
2323,346,1785108621
2424,333,1292006996
2525,331,1115266930
2626,342,346645555
2727,349,1233429312
2828,341,1141231427
2929,344,1432477444
3030,327,1178402198
3131,320,1434444856
3232,322,1227464303
1101,367,947712914
2202,375,1078626766
3303,379,67981921
4404,379,1121122752
5505,358,75289719
6606,366,230168410
7707,383,1185044669
8808,357,1312349943
9909,383,1657922431
1010,360,1045139816
1111,363,1496786971
1212,383,1045501370
1313,364,1525679891
1414,361,594094833
1515,352,601518177
1616,362,1139217683
1717,376,505523489
1818,379,1283070434
1919,359,1976226904
2020,370,1763464891
2121,358,494500522
2222,356,1931706890
2323,372,1399116813
2424,353,2009907127
2525,371,1844185784
2626,361,2045329870
2727,361,264032581
2828,373,1508545802
2929,356,231367332
3030,366,214459759
3131,375,739972377
3232,366,1626979010
1101,395,710298150
2202,385,1230900941
3303,412,434826720
4404,395,2092396112
5505,391,1056219956
6606,406,1728536152
7707,384,342695014
8808,388,320514918
9909,406,817350101
1010,399,910819821
1111,403,1398644501
1212,405,129154961
1313,393,1927703510
1414,392,1935350805
1515,413,366782137
1616,389,67439096
1717,407,1121447421
1818,403,595278518
1919,396,1260276489
2020,390,1743532054
2121,391,2018358643
2222,409,1245245250
2323,415,1891469415
2424,388,407052494
2525,403,1543867758
2626,404,156485092
2727,388,1887766714
2828,396,192958060
2929,410,895063368
3030,405,1448891847
3131,412,1746004787
3232,389,1652188234
1101,424,1925270571
2202,424,1044687875
3303,421,810641871
4404,433,1476562293
5505,439,164973471
6606,420,1025725764
7707,439,511142630
8808,426,2095688080
9909,417,1462863342
1010,442,778248382
1111,444,1705698828
1212,441,157863575
1313,436,1039109000
1414,444,1073005947
1515,426,2003266087
1616,431,313952733
1717,420,172490261
1818,440,876554400
1919,428,2068370778
2020,433,425373423
2121,426,421567014
2222,429,1236261662
2323,445,1257726610
2424,433,790709218
2525,442,1288775055
2626,431,319518555
2727,417,2137606534
2828,419,864877321
2929,431,1759921226
3030,435,803694459
3131,431,1030316714
3232,421,1388337879
1101,466,1715914100
2202,449,768094285
3303,470,717918284
4404,454,311164915
5505,456,1432063067
6606,452,675810707
7707,462,1293320728
8808,466,1977466363
9909,465,1109242890
1010,463,567222278
1111,449,1790245761
1212,450,1362834840
1313,466,983646000
1414,450,334734507
1515,456,1430166551
1616,474,1706993431
1717,464,619880739
1818,456,688507584
1919,460,1544374108
2020,474,497991454
2121,459,801783028
2222,463,158592370
2323,471,1215867947
2424,472,907424543
2525,470,629306008
2626,453,767780552
2727,464,1265768163
2828,455,994411019
2929,467,2028195356
3030,453,108408487
3131,449,1279743899
3232,476,1855794244
1101,504,224582466
2202,491,1789665274
3303,492,1414318909
4404,487,40621834
5505,483,418069684
6606,499,1123289549
7707,498,1545747467
8808,494,1797619589
9909,503,1417097773
1010,493,1380889295
1111,480,1148637874
1212,507,694558231
1313,508,949983028
1414,502,594139070
1515,507,251766297
1616,481,1796102646
1717,482,714958111
1818,500,1150957463
1919,496,1996923781
2020,495,522329230
2121,505,1281453213
2222,504,530371950
2323,504,421288959
2424,506,1795289992
2525,506,1338403330
2626,504,1442353559
2727,505,1871067779
2828,488,248263272
2929,495,1451839081
3030,481,976132622
3131,505,69297956
3232,506,1836275591
1101,532,1420400196
2202,520,128762704
3303,543,600207129
4404,520,378859175
5505,518,1926818416
6606,535,1275947080
7707,538,1483764288
8808,540,1222648128
9909,512,933087662
1010,520,436279149
1111,529,585066583
1212,515,524630659
1313,542,1024245959
1414,513,2064668382
1515,528,466884054
1616,512,1680351381
1717,530,2061702028
1818,539,1231367544
1919,525,277117595
2020,533,1077722710
2121,524,1084605923
2222,541,254256219
2323,514,1436461431
2424,523,830447846
2525,525,1784766670
2626,530,265094610
2727,536,1391731064
2828,532,1822559361
